full_text,text_clean,token,text_normalized,stop,stemmed,polarity,stemmed_text
@RougeLilly Dah iklan salam FB marketplace atau carousel?,dah iklan salam fb marketplace atau carousel,"['dah', 'iklan', 'salam', 'fb', 'marketplace', 'atau', 'carousel']",sudah iklan salam fb marketplace atau carousel,"['iklan', 'salam', 'fb', 'marketplace', 'carousel']","['iklan', 'salam', 'fb', 'marketplace', 'carousel']",positive,iklan salam fb marketplace carousel
@latte_nosugar @riantisilvi Gw pernah jual barang bekas di OLX sengaja gw mahalin biar kalo nawar tetep masih masuk range harga gw. I underestimated them ada yg nawar 10% dari harga yg gw tulis wkwkwkwk. So far yg nawarnya ga terlalu sadis di Tokped tapi trafficnya ga serame di OLX atau FB marketplace.,gw pernah jual barang bekas di olx sengaja gw mahalin biar kalo nawar tetep masih masuk range harga gw underestimated them ada yg nawar dari harga yg gw tulis wkwkwkwk so far yg nawarnya ga terlalu sadis di tokped tapi trafficnya ga serame di olx atau fb marketplace,"['gw', 'pernah', 'jual', 'barang', 'bekas', 'di', 'olx', 'sengaja', 'gw', 'mahalin', 'biar', 'kalo', 'nawar', 'tetep', 'masih', 'masuk', 'range', 'harga', 'gw', 'underestimated', 'them', 'ada', 'yg', 'nawar', 'dari', 'harga', 'yg', 'gw', 'tulis', 'wkwkwkwk', 'so', 'far', 'yg', 'nawarnya', 'ga', 'terlalu', 'sadis', 'di', 'tokped', 'tapi', 'trafficnya', 'ga', 'serame', 'di', 'olx', 'atau', 'fb', 'marketplace']",saya pernah jual barang bekas di olx sengaja saya mahalin biar kalaupun nawar tetap masih masuk range harga saya underestimated them ada yang nawar dari harga yang saya tulis wkwkwkwk so far yang nawarnya tidak terlalu sadis di tokped tapi trafficnya tidak serame di olx atau fb marketplace,"['pernah', 'jual', 'barang', 'bekas', 'olx', 'sengaja', 'mahalin', 'biar', 'kalaupun', 'nawar', 'tetap', 'masuk', 'range', 'harga', 'underestimated', 'them', 'nawar', 'harga', 'tulis', 'wkwkwkwk', 'so', 'far', 'nawarnya', 'terlalu', 'sadis', 'tokped', 'trafficnya', 'serame', 'olx', 'fb', 'marketplace']","['pernah', 'jual', 'barang', 'bekas', 'olx', 'sengaja', 'mahalin', 'biar', 'kalaupun', 'nawar', 'tetap', 'masuk', 'range', 'harga', 'underestimated', 'them', 'nawar', 'harga', 'tulis', 'wkwkwkwk', 'so', 'far', 'nawarnya', 'terlalu', 'sadis', 'tokped', 'trafficnya', 'serame', 'olx', 'fb', 'marketplace']",negative,pernah jual barang bekas olx sengaja mahalin biar kalaupun nawar tetap masuk range harga underestimated them nawar harga tulis wkwkwkwk so far nawarnya terlalu sadis tokped trafficnya serame olx fb marketplace
@yourbabebeAR FB marketplace kalau mau cepat. Alternatif nya ada milis dan telegram group gadget,fb marketplace kalau mau cepat alternatif nya ada milis dan telegram group gadget,"['fb', 'marketplace', 'kalau', 'mau', 'cepat', 'alternatif', 'nya', 'ada', 'milis', 'dan', 'telegram', 'group', 'gadget']",fb marketplace kalau mau cepat alternatif nya ada milis dan telegram group gadget,"['fb', 'marketplace', 'kalau', 'mau', 'cepat', 'alternatif', 'nya', 'milis', 'telegram', 'group', 'gadget']","['fb', 'marketplace', 'kalau', 'mau', 'cepat', 'alternatif', 'nya', 'mil', 'telegram', 'group', 'gadget']",positive,fb marketplace kalau mau cepat alternatif nya mil telegram group gadget
@faxshadow__ @SeputarTetangga ini kalo dijual di marketplace fb rame sih,ini kalo dijual di marketplace fb rame sih,"['ini', 'kalo', 'dijual', 'di', 'marketplace', 'fb', 'rame', 'sih']",ini kalaupun dijual di marketplace fb ramai sih,"['kalaupun', 'dijual', 'marketplace', 'fb', 'ramai', 'sih']","['kalaupun', 'jual', 'marketplace', 'fb', 'ramai', 'sih']",positive,kalaupun jual marketplace fb ramai sih
@ari2ayam @anaive__ @BeginiCeritany1 Setuju di indonesia mayoritas masih pake fb dan jualan di marketplace lumayan juga,setuju di indonesia mayoritas masih pake fb dan jualan di marketplace lumayan juga,"['setuju', 'di', 'indonesia', 'mayoritas', 'masih', 'pake', 'fb', 'dan', 'jualan', 'di', 'marketplace', 'lumayan', 'juga']",setuju di indonesia mayoritas masih pakai fb dan jualan di marketplace lumayan juga,"['setuju', 'indonesia', 'mayoritas', 'pakai', 'fb', 'jualan', 'marketplace', 'lumayan']","['tuju', 'indonesia', 'mayoritas', 'pakai', 'fb', 'jual', 'marketplace', 'lumayan']",positive,tuju indonesia mayoritas pakai fb jual marketplace lumayan
Bisa dapet murah karena yang jual gak paham cara pake. Masih dikunci tampilannya pas dijajakan ke marketplace FB. Pasca dibuka dan hard reset jadi punya perangkat keren antik dengan storage 8 GB ,bisa dapet murah karena yang jual gak paham cara pake masih dikunci tampilannya pas dijajakan ke marketplace fb pasca dibuka dan hard reset jadi punya perangkat keren antik dengan storage gb,"['bisa', 'dapet', 'murah', 'karena', 'yang', 'jual', 'gak', 'paham', 'cara', 'pake', 'masih', 'dikunci', 'tampilannya', 'pas', 'dijajakan', 'ke', 'marketplace', 'fb', 'pasca', 'dibuka', 'dan', 'hard', 'reset', 'jadi', 'punya', 'perangkat', 'keren', 'antik', 'dengan', 'storage', 'gb']",bisa dapat murah karena yang jual tidak paham cara pakai masih dikunci tampilannya pas dijajakan ke marketplace fb pasca dibuka dan hard reset jadi punya perangkat keren antik dengan storage gb,"['murah', 'jual', 'paham', 'cara', 'pakai', 'dikunci', 'tampilannya', 'pas', 'dijajakan', 'marketplace', 'fb', 'pasca', 'dibuka', 'hard', 'reset', 'jadi', 'punya', 'perangkat', 'keren', 'antik', 'storage', 'gb']","['murah', 'jual', 'paham', 'cara', 'pakai', 'kunci', 'tampil', 'pas', 'jaja', 'marketplace', 'fb', 'pasca', 'buka', 'hard', 'reset', 'jadi', 'punya', 'perangkat', 'keren', 'antik', 'storage', 'gb']",positive,murah jual paham cara pakai kunci tampil pas jaja marketplace fb pasca buka hard reset jadi punya perangkat keren antik storage gb
@epiphanybecca udah pertimbangin kalo ga olx atau fb marketplace gtt. kalo barang gini ujung2nya suruh cod kan... takut,udah pertimbangin kalo ga olx atau fb marketplace gtt kalo barang gini ujungnya suruh cod kan takut,"['udah', 'pertimbangin', 'kalo', 'ga', 'olx', 'atau', 'fb', 'marketplace', 'gtt', 'kalo', 'barang', 'gini', 'ujungnya', 'suruh', 'cod', 'kan', 'takut']",sudah pertimbangin kalaupun tidak olx atau fb marketplace gtt kalaupun barang begini ujungnya suruh cod kan takut,"['pertimbangin', 'kalaupun', 'olx', 'fb', 'marketplace', 'gtt', 'kalaupun', 'barang', 'begini', 'ujungnya', 'suruh', 'cod', 'kan', 'takut']","['pertimbangin', 'kalaupun', 'olx', 'fb', 'marketplace', 'gtt', 'kalaupun', 'barang', 'begini', 'ujung', 'suruh', 'cod', 'kan', 'takut']",negative,pertimbangin kalaupun olx fb marketplace gtt kalaupun barang begini ujung suruh cod kan takut
@anaive__ Coba gabung grup jual beli di daerah yg terdekat situ apa di marketplace fb dengan kunci kata BU Ntar pasti harganya murah bgt,coba gabung grup jual beli di daerah yg terdekat situ apa di marketplace fb dengan kunci kata bu ntar pasti harganya murah bgt,"['coba', 'gabung', 'grup', 'jual', 'beli', 'di', 'daerah', 'yg', 'terdekat', 'situ', 'apa', 'di', 'marketplace', 'fb', 'dengan', 'kunci', 'kata', 'bu', 'ntar', 'pasti', 'harganya', 'murah', 'bgt']",coba gabung grup jual beli di daerah yang terdekat situ apa di marketplace fb dengan kunci kata bu nanti pasti harganya murah begitu,"['coba', 'gabung', 'grup', 'jual', 'beli', 'daerah', 'terdekat', 'situ', 'apa', 'marketplace', 'fb', 'kunci', 'kata', 'bu', 'harganya', 'murah']","['coba', 'gabung', 'grup', 'jual', 'beli', 'daerah', 'dekat', 'situ', 'apa', 'marketplace', 'fb', 'kunci', 'kata', 'bu', 'harga', 'murah']",positive,coba gabung grup jual beli daerah dekat situ apa marketplace fb kunci kata bu harga murah
@botmenfess @neohistoria_id Palform grup fb tuh ga ada yg bisa ngalahin bro marketplace pun kalau masalah barang second olshop sekelas Shopee aja kalah jauh,palform grup fb tuh ga ada yg bisa ngalahin bro marketplace pun kalau masalah barang second olshop sekelas shopee aja kalah jauh,"['palform', 'grup', 'fb', 'tuh', 'ga', 'ada', 'yg', 'bisa', 'ngalahin', 'bro', 'marketplace', 'pun', 'kalau', 'masalah', 'barang', 'second', 'olshop', 'sekelas', 'shopee', 'aja', 'kalah', 'jauh']",palform grup fb  itu tidak ada yang bisa ngalahin bro marketplace pun kalau masalah barang second olshop sekelas shopee saja kalah jauh,"['palform', 'grup', 'fb', 'ngalahin', 'bro', 'marketplace', 'kalau', 'masalah', 'barang', 'second', 'olshop', 'sekelas', 'shopee', 'kalah', 'jauh']","['palform', 'grup', 'fb', 'ngalahin', 'bro', 'marketplace', 'kalau', 'masalah', 'barang', 'second', 'olshop', 'kelas', 'shopee', 'kalah', 'jauh']",positive,palform grup fb ngalahin bro marketplace kalau masalah barang second olshop kelas shopee kalah jauh
@sii_raraas Sama terus aku jual di marketplace fb kak,sama terus aku jual di marketplace fb kak,"['sama', 'terus', 'aku', 'jual', 'di', 'marketplace', 'fb', 'kak']",sama terus saya jual di marketplace fb kak,"['sama', 'terus', 'jual', 'marketplace', 'fb', 'kak']","['sama', 'terus', 'jual', 'marketplace', 'fb', 'kak']",positive,sama terus jual marketplace fb kak
@slibauhihau Marketplace FB? Gk heran Klo marketplace macem tokped dll berarti orang FB itu.,marketplace fb gk heran klo marketplace macem tokped dll berarti orang fb itu,"['marketplace', 'fb', 'gk', 'heran', 'klo', 'marketplace', 'macem', 'tokped', 'dll', 'berarti', 'orang', 'fb', 'itu']",marketplace fb tidak heran kalau marketplace macam tokped dan lain-lain berarti orang fb itu,"['marketplace', 'fb', 'heran', 'kalau', 'marketplace', 'macam', 'tokped', 'berarti', 'orang', 'fb']","['marketplace', 'fb', 'heran', 'kalau', 'marketplace', 'macam', 'tokped', 'arti', 'orang', 'fb']",positive,marketplace fb heran kalau marketplace macam tokped arti orang fb
@Giarsyahsyifa Inilah salah satu alasan kenapa sy tidak membagikan nomor WA ke publik meskipun utk online shop (marketplace FB) sy chat pakai messenger.,inilah salah satu alasan kenapa sy tidak membagikan nomor wa ke publik meskipun utk online shop marketplace fb sy chat pakai messenger,"['inilah', 'salah', 'satu', 'alasan', 'kenapa', 'sy', 'tidak', 'membagikan', 'nomor', 'wa', 'ke', 'publik', 'meskipun', 'utk', 'online', 'shop', 'marketplace', 'fb', 'sy', 'chat', 'pakai', 'messenger']",inilah salah satu alasan kenapa saya tidak membagikan nomor saya ke publik meskipun untuk online shop marketplace fb saya chat pakai messenger,"['inilah', 'salah', 'satu', 'alasan', 'membagikan', 'nomor', 'publik', 'meskipun', 'online', 'shop', 'marketplace', 'fb', 'chat', 'pakai', 'messenger']","['ini', 'salah', 'satu', 'alas', 'bagi', 'nomor', 'publik', 'meski', 'online', 'shop', 'marketplace', 'fb', 'chat', 'pakai', 'messenger']",negative,ini salah satu alas bagi nomor publik meski online shop marketplace fb chat pakai messenger
@convomfs Cek ke get contact ternyata hadeh bener2 ini orang keluhan tercatat di get contact. Dia kalo bs hub seller yg rata2 yg jual di marketplace FB ini cewe2. Kelakuan fetishnya di salurin dgn cara ini bikin pacar gw lemes aja hampir jd korban. Hati2 orang gila. Doxing bodo amat https://t.co/ufM60wqmri,cek ke get contact ternyata hadeh bener ini orang keluhan tercatat di get contact dia kalo bs hub seller yg rata yg jual di marketplace fb ini cewe kelakuan fetishnya di salurin dgn cara ini bikin pacar gw lemes aja hampir jd korban hati orang gila doxing bodo amat,"['cek', 'ke', 'get', 'contact', 'ternyata', 'hadeh', 'bener', 'ini', 'orang', 'keluhan', 'tercatat', 'di', 'get', 'contact', 'dia', 'kalo', 'bs', 'hub', 'seller', 'yg', 'rata', 'yg', 'jual', 'di', 'marketplace', 'fb', 'ini', 'cewe', 'kelakuan', 'fetishnya', 'di', 'salurin', 'dgn', 'cara', 'ini', 'bikin', 'pacar', 'gw', 'lemes', 'aja', 'hampir', 'jd', 'korban', 'hati', 'orang', 'gila', 'doxing', 'bodo', 'amat']",cek ke get contact ternyata aduh benar ini orang keluhan tercatat di get contact dia kalaupun bisa hubungan seller yang rata yang jual di marketplace fb ini cewe kelakuan fetishnya di salurin dengan cara ini bikin pacar saya lemes saja hampir jadi korban hati orang gila doxing bodoh amat,"['cek', 'get', 'contact', 'ternyata', 'aduh', 'benar', 'orang', 'keluhan', 'tercatat', 'get', 'contact', 'kalaupun', 'hubungan', 'seller', 'rata', 'jual', 'marketplace', 'fb', 'cewe', 'kelakuan', 'fetishnya', 'salurin', 'cara', 'bikin', 'pacar', 'lemes', 'hampir', 'jadi', 'korban', 'hati', 'orang', 'gila', 'doxing', 'bodoh']","['cek', 'get', 'contact', 'nyata', 'aduh', 'benar', 'orang', 'keluh', 'catat', 'get', 'contact', 'kalaupun', 'hubung', 'seller', 'rata', 'jual', 'marketplace', 'fb', 'cewe', 'laku', 'fetishnya', 'salurin', 'cara', 'bikin', 'pacar', 'lemes', 'hampir', 'jadi', 'korban', 'hati', 'orang', 'gila', 'doxing', 'bodoh']",negative,cek get contact nyata aduh benar orang keluh catat get contact kalaupun hubung seller rata jual marketplace fb cewe laku fetishnya salurin cara bikin pacar lemes hampir jadi korban hati orang gila doxing bodoh
Buyer fb marketplace emang agak lain https://t.co/nOJj5tIUY2,buyer fb marketplace emang agak lain,"['buyer', 'fb', 'marketplace', 'emang', 'agak', 'lain']",buyer fb marketplace memang agak lain,"['buyer', 'fb', 'marketplace', 'memang']","['buyer', 'fb', 'marketplace', 'memang']",negative,buyer fb marketplace memang
@KediriFess Coba check ae dek marketplace FB biasane mesti enek og,coba check ae dek marketplace fb biasane mesti enek og,"['coba', 'check', 'ae', 'dek', 'marketplace', 'fb', 'biasane', 'mesti', 'enek', 'og']",coba check ae adik marketplace fb biasane mesti muak og,"['coba', 'check', 'ae', 'adik', 'marketplace', 'fb', 'biasane', 'mesti', 'muak', 'og']","['coba', 'check', 'ae', 'adik', 'marketplace', 'fb', 'biasane', 'mesti', 'muak', 'og']",positive,coba check ae adik marketplace fb biasane mesti muak og
Harus bisa ngasih tau buat yang mau beli online tapi lewat platform fb ig twt (bukan lewat marketplace terpercaya kaya si oren atau ijo). Sebelumnya harus liat review orang-orang dulu. Kalo dah deal beli maksimalnya pas packing sambil vc an lah,harus bisa ngasih tau buat yang mau beli online tapi lewat platform fb ig twt bukan lewat marketplace terpercaya kaya si oren atau ijo sebelumnya harus liat review orangorang dulu kalo dah deal beli maksimalnya pas packing sambil vc an lah,"['harus', 'bisa', 'ngasih', 'tau', 'buat', 'yang', 'mau', 'beli', 'online', 'tapi', 'lewat', 'platform', 'fb', 'ig', 'twt', 'bukan', 'lewat', 'marketplace', 'terpercaya', 'kaya', 'si', 'oren', 'atau', 'ijo', 'sebelumnya', 'harus', 'liat', 'review', 'orangorang', 'dulu', 'kalo', 'dah', 'deal', 'beli', 'maksimalnya', 'pas', 'packing', 'sambil', 'vc', 'an', 'lah']",harus bisa memberi tahu buat yang mau beli online tapi lewat platform fb ig twt bukan lewat marketplace terpercaya seperti si oren atau ijo sebelumnya harus lihat review orangorang dulu kalaupun sudah deal beli maksimalnya pas packing sambil vc an lah,"['memberi', 'tahu', 'buat', 'mau', 'beli', 'online', 'lewat', 'platform', 'fb', 'ig', 'twt', 'bukan', 'lewat', 'marketplace', 'terpercaya', 'si', 'oren', 'ijo', 'sebelumnya', 'lihat', 'review', 'orangorang', 'dulu', 'kalaupun', 'deal', 'beli', 'maksimalnya', 'pas', 'packing', 'vc', 'an', 'lah']","['beri', 'tahu', 'buat', 'mau', 'beli', 'online', 'lewat', 'platform', 'fb', 'ig', 'twt', 'bukan', 'lewat', 'marketplace', 'percaya', 'si', 'oren', 'ijo', 'belum', 'lihat', 'review', 'orangorang', 'dulu', 'kalaupun', 'deal', 'beli', 'maksimal', 'pas', 'packing', 'vc', 'an', 'lah']",negative,beri tahu buat mau beli online lewat platform fb ig twt bukan lewat marketplace percaya si oren ijo belum lihat review orangorang dulu kalaupun deal beli maksimal pas packing vc an lah
@sbyfess Cari di olx atau fb marketplace banyak nder,cari di olx atau fb marketplace banyak nder,"['cari', 'di', 'olx', 'atau', 'fb', 'marketplace', 'banyak', 'nder']",cari di olx atau fb marketplace banyak nder,"['cari', 'olx', 'fb', 'marketplace', 'banyak', 'nder']","['cari', 'olx', 'fb', 'marketplace', 'banyak', 'nder']",positive,cari olx fb marketplace banyak nder
aku suka marketplace fb karna sejauh ini ini yang paling jauh https://t.co/Y4Sas9yee6,aku suka marketplace fb karna sejauh ini ini yang paling jauh,"['aku', 'suka', 'marketplace', 'fb', 'karna', 'sejauh', 'ini', 'ini', 'yang', 'paling', 'jauh']",saya suka marketplace fb karena sejauh ini ini yang paling jauh,"['suka', 'marketplace', 'fb', 'sejauh', 'paling', 'jauh']","['suka', 'marketplace', 'fb', 'jauh', 'paling', 'jauh']",positive,suka marketplace fb jauh paling jauh
Dpt G-shock 400rb di Marketplace FB Sorong. Langsung bersih bersih.. https://t.co/UZyCPXx9eK,dpt gshock rb di marketplace fb sorong langsung bersih bersih,"['dpt', 'gshock', 'rb', 'di', 'marketplace', 'fb', 'sorong', 'langsung', 'bersih', 'bersih']",dapat gshock rb di marketplace fb sorong langsung bersih bersih,"['gshock', 'rb', 'marketplace', 'fb', 'sorong', 'langsung', 'bersih', 'bersih']","['gshock', 'rb', 'marketplace', 'fb', 'sorong', 'langsung', 'bersih', 'bersih']",positive,gshock rb marketplace fb sorong langsung bersih bersih
Buka marketplace fb. Tanya hrg di komen katanya cek inbox tp kdd masuk. Inbox duluan baik2 tny harga dibalas jutek banget ya ya ya auto ku blok gak jadi beli ,buka marketplace fb tanya hrg di komen katanya cek inbox tp kdd masuk inbox duluan baik tny harga dibalas jutek banget ya ya ya auto ku blok gak jadi beli,"['buka', 'marketplace', 'fb', 'tanya', 'hrg', 'di', 'komen', 'katanya', 'cek', 'inbox', 'tp', 'kdd', 'masuk', 'inbox', 'duluan', 'baik', 'tny', 'harga', 'dibalas', 'jutek', 'banget', 'ya', 'ya', 'ya', 'auto', 'ku', 'blok', 'gak', 'jadi', 'beli']",buka marketplace fb tanya hrg di komen katanya cek inbox tapi kdd masuk inbox duluan baik tny harga dibalas jutek banget ya ya ya auto ku blok tidak jadi beli,"['buka', 'marketplace', 'fb', 'tanya', 'hrg', 'komen', 'katanya', 'cek', 'inbox', 'kdd', 'masuk', 'inbox', 'duluan', 'baik', 'tny', 'harga', 'dibalas', 'jutek', 'banget', 'auto', 'ku', 'blok', 'jadi', 'beli']","['buka', 'marketplace', 'fb', 'tanya', 'hrg', 'komen', 'kata', 'cek', 'inbox', 'kdd', 'masuk', 'inbox', 'duluan', 'baik', 'tny', 'harga', 'balas', 'jutek', 'banget', 'auto', 'ku', 'blok', 'jadi', 'beli']",negative,buka marketplace fb tanya hrg komen kata cek inbox kdd masuk inbox duluan baik tny harga balas jutek banget auto ku blok jadi beli
Semestinya pengalaman mencari karya pertama Keigo Higashino yang diterjemah ke Bahasa Inggeris aku tak akan lupakan. Bayangkan 3 tahun mencari 3 kali terlepas di FB Marketplace Carousell dan Twitter tapi akhirnya dapat juga karya langka ini https://t.co/9t6cR9tifw,semestinya pengalaman mencari karya pertama keigo higashino yang diterjemah ke bahasa inggeris aku tak akan lupakan bayangkan tahun mencari kali terlepas di fb marketplace carousell dan twitter tapi akhirnya dapat juga karya langka ini,"['semestinya', 'pengalaman', 'mencari', 'karya', 'pertama', 'keigo', 'higashino', 'yang', 'diterjemah', 'ke', 'bahasa', 'inggeris', 'aku', 'tak', 'akan', 'lupakan', 'bayangkan', 'tahun', 'mencari', 'kali', 'terlepas', 'di', 'fb', 'marketplace', 'carousell', 'dan', 'twitter', 'tapi', 'akhirnya', 'dapat', 'juga', 'karya', 'langka', 'ini']",semestinya pengalaman mencari karya pertama keigo higashino yang diterjemah ke bahasa inggeris saya tidak akan lupakan bayangkan tahun mencari kali terlepas di fb marketplace carousell dan twitter tapi akhirnya dapat juga karya langka ini,"['semestinya', 'pengalaman', 'mencari', 'karya', 'pertama', 'keigo', 'higashino', 'diterjemah', 'bahasa', 'inggeris', 'lupakan', 'bayangkan', 'tahun', 'mencari', 'kali', 'terlepas', 'fb', 'marketplace', 'carousell', 'twitter', 'akhirnya', 'karya', 'langka']","['mesti', 'alam', 'cari', 'karya', 'pertama', 'keigo', 'higashino', 'terjemah', 'bahasa', 'inggeris', 'lupa', 'bayang', 'tahun', 'cari', 'kali', 'lepas', 'fb', 'marketplace', 'carousell', 'twitter', 'akhir', 'karya', 'langka']",positive,mesti alam cari karya pertama keigo higashino terjemah bahasa inggeris lupa bayang tahun cari kali lepas fb marketplace carousell twitter akhir karya langka
Bruhh dari brg2 tech ke makanan bah marketplace fb ku.... shialll nyaman sulnya ,bruhh dari brg tech ke makanan bah marketplace fb ku shialll nyaman sulnya,"['bruhh', 'dari', 'brg', 'tech', 'ke', 'makanan', 'bah', 'marketplace', 'fb', 'ku', 'shialll', 'nyaman', 'sulnya']",bruhh dari brg tech ke makanan bah marketplace fb ku shialll nyaman sulnya,"['bruhh', 'brg', 'tech', 'makanan', 'bah', 'marketplace', 'fb', 'ku', 'shialll', 'nyaman', 'sulnya']","['bruhh', 'brg', 'tech', 'makan', 'bah', 'marketplace', 'fb', 'ku', 'shialll', 'nyaman', 'sulnya']",positive,bruhh brg tech makan bah marketplace fb ku shialll nyaman sulnya
@Anggakara6 cari di marketplace FB aja segambreng,cari di marketplace fb aja segambreng,"['cari', 'di', 'marketplace', 'fb', 'aja', 'segambreng']",cari di marketplace fb saja segambreng,"['cari', 'marketplace', 'fb', 'segambreng']","['cari', 'marketplace', 'fb', 'segambreng']",positive,cari marketplace fb segambreng
@Jetfire1st Makanya saya nggak jualan di FB atau marketplace,makanya saya nggak jualan di fb atau marketplace,"['makanya', 'saya', 'nggak', 'jualan', 'di', 'fb', 'atau', 'marketplace']",makanya saya tidak jualan di fb atau marketplace,"['makanya', 'jualan', 'fb', 'marketplace']","['makanya', 'jual', 'fb', 'marketplace']",negative,makanya jual fb marketplace
Sambil memantau dari sini + cek juga via marketplace fb,sambil memantau dari sini cek juga via marketplace fb,"['sambil', 'memantau', 'dari', 'sini', 'cek', 'juga', 'via', 'marketplace', 'fb']",sambil memantau dari sini cek juga via marketplace fb,"['memantau', 'sini', 'cek', 'via', 'marketplace', 'fb']","['pantau', 'sini', 'cek', 'via', 'marketplace', 'fb']",positive,pantau sini cek via marketplace fb
Isuk wes di pisuhi wong marketplace fb di chat seller asu cok. Kan yang jual barang kita kita bebas kasih harga di jual 500 di tawar 150 belum ada deal di angka 200 tak minta 400rb malah di pisuhi warga fb memang beda,isuk wes di pisuhi wong marketplace fb di chat seller asu cok kan yang jual barang kita kita bebas kasih harga di jual di tawar belum ada deal di angka tak minta rb malah di pisuhi warga fb memang beda,"['isuk', 'wes', 'di', 'pisuhi', 'wong', 'marketplace', 'fb', 'di', 'chat', 'seller', 'asu', 'cok', 'kan', 'yang', 'jual', 'barang', 'kita', 'kita', 'bebas', 'kasih', 'harga', 'di', 'jual', 'di', 'tawar', 'belum', 'ada', 'deal', 'di', 'angka', 'tak', 'minta', 'rb', 'malah', 'di', 'pisuhi', 'warga', 'fb', 'memang', 'beda']",isuk wes di pisuhi orang marketplace fb di chat seller asu cok kan yang jual barang kita kita bebas kasih harga di jual di tawar belum ada deal di angka tidak minta rb malah di pisuhi warga fb memang beda,"['isuk', 'wes', 'pisuhi', 'orang', 'marketplace', 'fb', 'chat', 'seller', 'asu', 'cok', 'kan', 'jual', 'barang', 'bebas', 'kasih', 'harga', 'jual', 'tawar', 'deal', 'angka', 'minta', 'rb', 'malah', 'pisuhi', 'warga', 'fb', 'memang', 'beda']","['isuk', 'wes', 'pisuh', 'orang', 'marketplace', 'fb', 'chat', 'seller', 'asu', 'cok', 'kan', 'jual', 'barang', 'bebas', 'kasih', 'harga', 'jual', 'tawar', 'deal', 'angka', 'minta', 'rb', 'malah', 'pisuh', 'warga', 'fb', 'memang', 'beda']",negative,isuk wes pisuh orang marketplace fb chat seller asu cok kan jual barang bebas kasih harga jual tawar deal angka minta rb malah pisuh warga fb memang beda
@uswah @rahmathd_ Lheee kok ngerti mbak? Wkwkwkwk. Ancene kok. Tapi lebih mending jauh ketimbang FB Marketplace. Soalnya sistem shippingnya bagus. Pasti shipping ready semua gak kayak FB. @rahmathd_ suwun coookk ‍️,lheee kok ngerti mbak wkwkwkwk ancene kok tapi lebih mending jauh ketimbang fb marketplace soalnya sistem shippingnya bagus pasti shipping ready semua gak kayak fb suwun coookk,"['lheee', 'kok', 'ngerti', 'mbak', 'wkwkwkwk', 'ancene', 'kok', 'tapi', 'lebih', 'mending', 'jauh', 'ketimbang', 'fb', 'marketplace', 'soalnya', 'sistem', 'shippingnya', 'bagus', 'pasti', 'shipping', 'ready', 'semua', 'gak', 'kayak', 'fb', 'suwun', 'coookk']",lheee kok ngerti mbak wkwkwkwk ancene kok tapi lebih mending jauh ketimbang fb marketplace soalnya sistem shippingnya bagus pasti shipping ready semua tidak seperti fb suwun coookk,"['lheee', 'kok', 'ngerti', 'mbak', 'wkwkwkwk', 'ancene', 'kok', 'lebih', 'mending', 'jauh', 'ketimbang', 'fb', 'marketplace', 'soalnya', 'sistem', 'shippingnya', 'bagus', 'shipping', 'ready', 'semua', 'fb', 'suwun', 'coookk']","['lheee', 'kok', 'ngerti', 'mbak', 'wkwkwkwk', 'ancene', 'kok', 'lebih', 'mending', 'jauh', 'ketimbang', 'fb', 'marketplace', 'soal', 'sistem', 'shippingnya', 'bagus', 'shipping', 'ready', 'semua', 'fb', 'suwun', 'coookk']",negative,lheee kok ngerti mbak wkwkwkwk ancene kok lebih mending jauh ketimbang fb marketplace soal sistem shippingnya bagus shipping ready semua fb suwun coookk
@idextratime Abistu jual di marketplace fb,abistu jual di marketplace fb,"['abistu', 'jual', 'di', 'marketplace', 'fb']",abistu jual di marketplace fb,"['abistu', 'jual', 'marketplace', 'fb']","['abistu', 'jual', 'marketplace', 'fb']",positive,abistu jual marketplace fb
@lustlovebeloved Agustus-september kalo ga salah tp sapa tau ada coba cari di marketplace fb biasanya ada yg jual aneh2,agustusseptember kalo ga salah tp sapa tau ada coba cari di marketplace fb biasanya ada yg jual aneh,"['agustusseptember', 'kalo', 'ga', 'salah', 'tp', 'sapa', 'tau', 'ada', 'coba', 'cari', 'di', 'marketplace', 'fb', 'biasanya', 'ada', 'yg', 'jual', 'aneh']",agustusseptember kalaupun tidak salah tapi siapa tahu ada coba cari di marketplace fb biasanya ada yang jual aneh,"['agustusseptember', 'kalaupun', 'salah', 'siapa', 'tahu', 'coba', 'cari', 'marketplace', 'fb', 'biasanya', 'jual', 'aneh']","['agustusseptember', 'kalaupun', 'salah', 'siapa', 'tahu', 'coba', 'cari', 'marketplace', 'fb', 'biasa', 'jual', 'aneh']",negative,agustusseptember kalaupun salah siapa tahu coba cari marketplace fb biasa jual aneh
-rek beli laptop second but kolyeah di marketplace fb worth it tidak ?,rek beli laptop second but kolyeah di marketplace fb worth it tidak,"['rek', 'beli', 'laptop', 'second', 'but', 'kolyeah', 'di', 'marketplace', 'fb', 'worth', 'it', 'tidak']",rek beli laptop second but kolyeah di marketplace fb worth it tidak,"['rek', 'beli', 'laptop', 'second', 'but', 'kolyeah', 'marketplace', 'fb', 'worth', 'it']","['rek', 'beli', 'laptop', 'second', 'but', 'kolyeah', 'marketplace', 'fb', 'worth', 'it']",positive,rek beli laptop second but kolyeah marketplace fb worth it
