full_text,text_clean,token,text_normalized,stop,stemmed,polarity
@shallhar padahal menurut saya itu aplikasi paling cuan kalo jago managenya FB/IG/Twitter keknya udah kegeser kalo soal jualan selain marketplace ya,padahal menurut saya itu aplikasi paling cuan kalo jago managenya fbigtwitter keknya udah kegeser kalo soal jualan selain marketplace ya,"['padahal', 'menurut', 'saya', 'itu', 'aplikasi', 'paling', 'cuan', 'kalo', 'jago', 'managenya', 'fbigtwitter', 'keknya', 'udah', 'kegeser', 'kalo', 'soal', 'jualan', 'selain', 'marketplace', 'ya']",padahal menurut saya itu aplikasi paling cuan kalaupun jago managenya fbigtwitter sepertiya sudah kegeser kalaupun soal jualan selain marketplace ya,"['padahal', 'aplikasi', 'paling', 'cuan', 'kalo', 'jago', 'managenya', 'fbigtwitter', 'keknya', 'udah', 'kegeser', 'kalo', 'soal', 'jualan', 'marketplace']","['padahal', 'aplikasi', 'paling', 'cuan', 'kalo', 'jago', 'managenya', 'fbigtwitter', 'keknya', 'udah', 'kegeser', 'kalo', 'soal', 'jualan', 'marketplace']",positive
@tanyarlfes Open marketplace di olx tokped atau FB kenceng itu daripada jual ke store rugi bgt hanya saran sih,open marketplace di olx tokped atau fb kenceng itu daripada jual ke store rugi bgt hanya saran sih,"['open', 'marketplace', 'di', 'olx', 'tokped', 'atau', 'fb', 'kenceng', 'itu', 'daripada', 'jual', 'ke', 'store', 'rugi', 'bgt', 'hanya', 'saran', 'sih']",open marketplace di olx tokped atau fb kencang itu daripada jual ke store rugi begitu hanya saran sih,"['open', 'marketplace', 'olx', 'tokped', 'fb', 'kenceng', 'jual', 'store', 'rugi', 'bgt', 'saran', 'sih']","['open', 'marketplace', 'olx', 'tokped', 'fb', 'kenceng', 'jual', 'store', 'rugi', 'bgt', 'saran', 'sih']",positive
@Christdbr_4 Cari aja di fb marketplace banyak bgt yang jual atau shopee,cari aja di fb marketplace banyak bgt yang jual atau shopee,"['cari', 'aja', 'di', 'fb', 'marketplace', 'banyak', 'bgt', 'yang', 'jual', 'atau', 'shopee']",cari saja di fb marketplace banyak begitu yang jual atau shopee,"['cari', 'aja', 'fb', 'marketplace', 'banyak', 'bgt', 'jual', 'shopee']","['cari', 'aja', 'fb', 'marketplace', 'banyak', 'bgt', 'jual', 'shopee']",positive
@al8eaa Olx / FB Marketplace atau Group biasa klo mau angkat second nyari disitu sih showroom mahal gileee,olx fb marketplace atau group biasa klo mau angkat second nyari disitu sih showroom mahal gileee,"['olx', 'fb', 'marketplace', 'atau', 'group', 'biasa', 'klo', 'mau', 'angkat', 'second', 'nyari', 'disitu', 'sih', 'showroom', 'mahal', 'gileee']",olx fb marketplace atau group biasa kalau mau angkat second mencari disitu sih showroom mahal gila,"['olx', 'fb', 'marketplace', 'group', 'biasa', 'klo', 'mau', 'angkat', 'second', 'nyari', 'disitu', 'sih', 'showroom', 'mahal', 'gileee']","['olx', 'fb', 'marketplace', 'group', 'biasa', 'klo', 'mau', 'angkat', 'second', 'nyari', 'disitu', 'sih', 'showroom', 'mahal', 'gileee']",positive
@_______Rocket beli di eiger bang kalau baru. kalau mau nyari second bisa di marketplace fb atau pantengin ig ini https://t.co/VwstooWa6w,beli di eiger bang kalau baru kalau mau nyari second bisa di marketplace fb atau pantengin ig ini,"['beli', 'di', 'eiger', 'bang', 'kalau', 'baru', 'kalau', 'mau', 'nyari', 'second', 'bisa', 'di', 'marketplace', 'fb', 'atau', 'pantengin', 'ig', 'ini']",beli di eiger abang kalau baru kalau mau mencari second bisa di marketplace fb atau pantengin ig ini,"['beli', 'eiger', 'bang', 'kalau', 'baru', 'kalau', 'mau', 'nyari', 'second', 'marketplace', 'fb', 'pantengin', 'ig']","['beli', 'eiger', 'bang', 'kalau', 'baru', 'kalau', 'mau', 'nyari', 'second', 'marketplace', 'fb', 'pantengin', 'ig']",positive
Buat tambahan validasi selain cek di get contact no hp bisa dicek juga dimedsos lain seperti FB biasanya suka muncul di marketplace FB untuk jual suatu barang..,buat tambahan validasi selain cek di get contact no hp bisa dicek juga dimedsos lain seperti fb biasanya suka muncul di marketplace fb untuk jual suatu barang,"['buat', 'tambahan', 'validasi', 'selain', 'cek', 'di', 'get', 'contact', 'no', 'hp', 'bisa', 'dicek', 'juga', 'dimedsos', 'lain', 'seperti', 'fb', 'biasanya', 'suka', 'muncul', 'di', 'marketplace', 'fb', 'untuk', 'jual', 'suatu', 'barang']",buat tambahan validasi selain cek di get contact no hp bisa dicek juga dimedsos lain seperti fb biasanya suka muncul di marketplace fb untuk jual suatu barang,"['buat', 'tambahan', 'validasi', 'cek', 'get', 'contact', 'no', 'hp', 'dicek', 'dimedsos', 'fb', 'biasanya', 'suka', 'muncul', 'marketplace', 'fb', 'jual', 'suatu', 'barang']","['buat', 'tambahan', 'validasi', 'cek', 'get', 'contact', 'no', 'hp', 'dicek', 'dimedsos', 'fb', 'biasanya', 'suka', 'muncul', 'marketplace', 'fb', 'jual', 'suatu', 'barang']",positive
@redeupelvet Coba cari di fb marketplace,coba cari di fb marketplace,"['coba', 'cari', 'di', 'fb', 'marketplace']",coba cari di fb marketplace,"['coba', 'cari', 'fb', 'marketplace']","['coba', 'cari', 'fb', 'marketplace']",positive
minggu kemaren liat iklan dari marketplace FB satset satset tanya survey. eh dilalah kok ya lokasinya sebelahan sama perumahan mustika parkplace itu dan dapet akses jalan tembus 2 mobil ke perumahan tersebut.,minggu kemaren liat iklan dari marketplace fb satset satset tanya survey eh dilalah kok ya lokasinya sebelahan sama perumahan mustika parkplace itu dan dapet akses jalan tembus mobil ke perumahan tersebut,"['minggu', 'kemaren', 'liat', 'iklan', 'dari', 'marketplace', 'fb', 'satset', 'satset', 'tanya', 'survey', 'eh', 'dilalah', 'kok', 'ya', 'lokasinya', 'sebelahan', 'sama', 'perumahan', 'mustika', 'parkplace', 'itu', 'dan', 'dapet', 'akses', 'jalan', 'tembus', 'mobil', 'ke', 'perumahan', 'tersebut']",minggu kemarin lihat iklan dari marketplace fb satset satset tanya survey eh dilalah kok ya lokasinya sebelahan sama perumahan mustika parkplace itu dan dapat akses jalan tembus mobil ke perumahan tersebut,"['minggu', 'kemaren', 'liat', 'iklan', 'marketplace', 'fb', 'satset', 'satset', 'tanya', 'survey', 'eh', 'dilalah', 'kok', 'lokasinya', 'sebelahan', 'sama', 'perumahan', 'mustika', 'parkplace', 'dapet', 'akses', 'jalan', 'tembus', 'mobil', 'perumahan', 'tersebut']","['minggu', 'kemaren', 'liat', 'iklan', 'marketplace', 'fb', 'satset', 'satset', 'tanya', 'survey', 'eh', 'dilalah', 'kok', 'lokasinya', 'sebelahan', 'sama', 'perumahan', 'mustika', 'parkplace', 'dapet', 'akses', 'jalan', 'tembus', 'mobil', 'perumahan', 'tersebut']",positive
update: gue nemu di marketplace fb emg ga boleh ngeremehin fb ygy. Ini dpt 2nd hand smoga masih bagus kondisiny soalny lumayan murah drpd beli baru ,update gue nemu di marketplace fb emg ga boleh ngeremehin fb ygy ini dpt nd hand smoga masih bagus kondisiny soalny lumayan murah drpd beli baru,"['update', 'gue', 'nemu', 'di', 'marketplace', 'fb', 'emg', 'ga', 'boleh', 'ngeremehin', 'fb', 'ygy', 'ini', 'dpt', 'nd', 'hand', 'smoga', 'masih', 'bagus', 'kondisiny', 'soalny', 'lumayan', 'murah', 'drpd', 'beli', 'baru']",update aku nemu di marketplace fb memang tidak boleh ngeremehin fb ygy ini dapat nd hand semoga masih bagus kondisiny soalny lumayan murah dari pada beli baru,"['update', 'gue', 'nemu', 'marketplace', 'fb', 'emg', 'ga', 'ngeremehin', 'fb', 'ygy', 'dpt', 'nd', 'hand', 'smoga', 'bagus', 'kondisiny', 'soalny', 'lumayan', 'murah', 'drpd', 'beli', 'baru']","['update', 'gue', 'nemu', 'marketplace', 'fb', 'emg', 'ga', 'ngeremehin', 'fb', 'ygy', 'dpt', 'nd', 'hand', 'smoga', 'bagus', 'kondisiny', 'soalny', 'lumayan', 'murah', 'drpd', 'beli', 'baru']",positive
Fb marketplace ini nagih ya...,fb marketplace ini nagih ya,"['fb', 'marketplace', 'ini', 'nagih', 'ya']",fb marketplace ini nagih ya,"['fb', 'marketplace', 'nagih']","['fb', 'marketplace', 'nagih']",positive
@sughafaiz10 @feziz_ dc kena crypto bang bkn +21 fb gara2 marketplace,dc kena crypto bang bkn fb gara marketplace,"['dc', 'kena', 'crypto', 'bang', 'bkn', 'fb', 'gara', 'marketplace']",dc kena crypto abang bukan fb gara marketplace,"['dc', 'kena', 'crypto', 'bang', 'bkn', 'fb', 'gara', 'marketplace']","['dc', 'kena', 'crypto', 'bang', 'bkn', 'fb', 'gara', 'marketplace']",positive
Knp org2 marketplace fb tuh kalo nawar bener2 kaga manusiawi ya wkwk sedih kalo dipikir2,knp org marketplace fb tuh kalo nawar bener kaga manusiawi ya wkwk sedih kalo dipikir,"['knp', 'org', 'marketplace', 'fb', 'tuh', 'kalo', 'nawar', 'bener', 'kaga', 'manusiawi', 'ya', 'wkwk', 'sedih', 'kalo', 'dipikir']",kenapa orang marketplace fb  itu kalaupun nawar benar tidak manusiawi ya wkwk sedih kalaupun dipikir,"['knp', 'org', 'marketplace', 'fb', 'tuh', 'kalo', 'nawar', 'bener', 'kaga', 'manusiawi', 'wkwk', 'sedih', 'kalo', 'dipikir']","['knp', 'org', 'marketplace', 'fb', 'tuh', 'kalo', 'nawar', 'bener', 'kaga', 'manusiawi', 'wkwk', 'sedih', 'kalo', 'dipikir']",negative
@tanyakanrl Aku 2x jual motor lewat fb marketplace kalo test driver wajib banget dikawal alias yg punyanya dibonceng atau yg nyetir Turut berduka nder semoga bisa ketangkep pelakunya dan motornya bisa balik huhu,aku jual motor lewat fb marketplace kalo test driver wajib banget dikawal alias yg punyanya dibonceng atau yg nyetir turut berduka nder semoga bisa ketangkep pelakunya dan motornya bisa balik huhu,"['aku', 'jual', 'motor', 'lewat', 'fb', 'marketplace', 'kalo', 'test', 'driver', 'wajib', 'banget', 'dikawal', 'alias', 'yg', 'punyanya', 'dibonceng', 'atau', 'yg', 'nyetir', 'turut', 'berduka', 'nder', 'semoga', 'bisa', 'ketangkep', 'pelakunya', 'dan', 'motornya', 'bisa', 'balik', 'huhu']",saya jual motor lewat fb marketplace kalaupun test driver wajib banget dikawal alias yang punyanya dibonceng atau yang nyetir turut berduka nder semoga bisa ketangkap pelakunya dan motornya bisa balik huhu,"['aku', 'jual', 'motor', 'lewat', 'fb', 'marketplace', 'kalo', 'test', 'driver', 'wajib', 'banget', 'dikawal', 'alias', 'yg', 'punyanya', 'dibonceng', 'yg', 'nyetir', 'turut', 'berduka', 'nder', 'semoga', 'ketangkep', 'pelakunya', 'motornya', 'balik', 'huhu']","['aku', 'jual', 'motor', 'lewat', 'fb', 'marketplace', 'kalo', 'test', 'driver', 'wajib', 'banget', 'dikawal', 'alias', 'yg', 'punyanya', 'dibonceng', 'yg', 'nyetir', 'turut', 'berduka', 'nder', 'semoga', 'ketangkep', 'pelakunya', 'motornya', 'balik', 'huhu']",negative
Penipu ~ help rt moots Alfian Diana 085922944368 MINAH 082154103047 Alhamdulillah ga kena tapi dia penipu di fb marketplace~ selamat kena spill whahaha kalian yang jajan jangan lupa berhati-hati yaa~ peace out!,penipu help rt moots alfian diana minah alhamdulillah ga kena tapi dia penipu di fb marketplace selamat kena spill whahaha kalian yang jajan jangan lupa berhatihati yaa peace out,"['penipu', 'help', 'rt', 'moots', 'alfian', 'diana', 'minah', 'alhamdulillah', 'ga', 'kena', 'tapi', 'dia', 'penipu', 'di', 'fb', 'marketplace', 'selamat', 'kena', 'spill', 'whahaha', 'kalian', 'yang', 'jajan', 'jangan', 'lupa', 'berhatihati', 'yaa', 'peace', 'out']",penipu help rt moots alfian diana minah alhamdulillah tidak kena tapi dia penipu di fb marketplace selamat kena spill whahaha kalian yang jajan jangan lupa berhatihati ya peace keluar,"['penipu', 'help', 'rt', 'moots', 'alfian', 'diana', 'minah', 'alhamdulillah', 'ga', 'kena', 'penipu', 'fb', 'marketplace', 'selamat', 'kena', 'spill', 'whahaha', 'kalian', 'jajan', 'jangan', 'lupa', 'berhatihati', 'yaa', 'peace', 'out']","['penipu', 'help', 'rt', 'moots', 'alfian', 'diana', 'minah', 'alhamdulillah', 'ga', 'kena', 'penipu', 'fb', 'marketplace', 'selamat', 'kena', 'spill', 'whahaha', 'kalian', 'jajan', 'jangan', 'lupa', 'berhatihati', 'yaa', 'peace', 'out']",negative
@_caffelattea cba jual di marketplace fb atau di marketplace yg khusus jual rumah sm villa kaya Laviza atau Lavadi lupa namanya,cba jual di marketplace fb atau di marketplace yg khusus jual rumah sm villa kaya laviza atau lavadi lupa namanya,"['cba', 'jual', 'di', 'marketplace', 'fb', 'atau', 'di', 'marketplace', 'yg', 'khusus', 'jual', 'rumah', 'sm', 'villa', 'kaya', 'laviza', 'atau', 'lavadi', 'lupa', 'namanya']",cba jual di marketplace fb atau di marketplace yang khusus jual rumah sama villa seperti laviza atau lavadi lupa namanya,"['cba', 'jual', 'marketplace', 'fb', 'marketplace', 'yg', 'khusus', 'jual', 'rumah', 'sm', 'villa', 'kaya', 'laviza', 'lavadi', 'lupa', 'namanya']","['cba', 'jual', 'marketplace', 'fb', 'marketplace', 'yg', 'khusus', 'jual', 'rumah', 'sm', 'villa', 'kaya', 'laviza', 'lavadi', 'lupa', 'namanya']",positive
hari-hari berniaga di fb marketplace https://t.co/sd78nSW8Zn,harihari berniaga di fb marketplace,"['harihari', 'berniaga', 'di', 'fb', 'marketplace']",harihari berniaga di fb marketplace,"['harihari', 'berniaga', 'fb', 'marketplace']","['harihari', 'berniaga', 'fb', 'marketplace']",positive
@kegblgnunfaedh Postingan yg gak pernah buka marketplace FB,postingan yg gak pernah buka marketplace fb,"['postingan', 'yg', 'gak', 'pernah', 'buka', 'marketplace', 'fb']",postingan yang tidak pernah buka marketplace fb,"['postingan', 'yg', 'gak', 'pernah', 'buka', 'marketplace', 'fb']","['postingan', 'yg', 'gak', 'pernah', 'buka', 'marketplace', 'fb']",positive
Bahaya bgt marketplace fb ):,bahaya bgt marketplace fb,"['bahaya', 'bgt', 'marketplace', 'fb']",bahaya begitu marketplace fb,"['bahaya', 'bgt', 'marketplace', 'fb']","['bahaya', 'bgt', 'marketplace', 'fb']",negative
@Jarimaniskoe @RSanTan3 @Aryprasetyo85 @007koteka @03__nakula @2045Tv @__AnakKolong @_memoryusang @islah_bahrawi @Miduk17 @fadjroeL @gm_gm tiktok ajalah gausah ke fb fb masih aman gw masih sering buka fb buat liat2 marketplace hihi,tiktok ajalah gausah ke fb fb masih aman gw masih sering buka fb buat liat marketplace hihi,"['tiktok', 'ajalah', 'gausah', 'ke', 'fb', 'fb', 'masih', 'aman', 'gw', 'masih', 'sering', 'buka', 'fb', 'buat', 'liat', 'marketplace', 'hihi']",tiktok ajalah tidak usah ke fb fb masih aman saya masih sering buka fb buat lihat marketplace hihi,"['tiktok', 'ajalah', 'gausah', 'fb', 'fb', 'aman', 'gw', 'sering', 'buka', 'fb', 'buat', 'liat', 'marketplace', 'hihi']","['tiktok', 'ajalah', 'gausah', 'fb', 'fb', 'aman', 'gw', 'sering', 'buka', 'fb', 'buat', 'liat', 'marketplace', 'hihi']",positive
Fb goblok marketplace ga bisa diakses berak ,fb goblok marketplace ga bisa diakses berak,"['fb', 'goblok', 'marketplace', 'ga', 'bisa', 'diakses', 'berak']",fb bodoh marketplace tidak bisa diakses berak,"['fb', 'goblok', 'marketplace', 'ga', 'diakses', 'berak']","['fb', 'goblok', 'marketplace', 'ga', 'diakses', 'berak']",negative
Jualan di marketplace FB ni mesti sabar juga. Pernah jual velg buka harga 600 nego tipis ditawarnya 350 enak bener,jualan di marketplace fb ni mesti sabar juga pernah jual velg buka harga nego tipis ditawarnya enak bener,"['jualan', 'di', 'marketplace', 'fb', 'ni', 'mesti', 'sabar', 'juga', 'pernah', 'jual', 'velg', 'buka', 'harga', 'nego', 'tipis', 'ditawarnya', 'enak', 'bener']",jualan di marketplace fb ini mesti sabar juga pernah jual velg buka harga nego tipis ditawarnya enak benar,"['jualan', 'marketplace', 'fb', 'ni', 'mesti', 'sabar', 'pernah', 'jual', 'velg', 'buka', 'harga', 'nego', 'tipis', 'ditawarnya', 'enak', 'bener']","['jualan', 'marketplace', 'fb', 'ni', 'mesti', 'sabar', 'pernah', 'jual', 'velg', 'buka', 'harga', 'nego', 'tipis', 'ditawarnya', 'enak', 'bener']",positive
@SelebtwitMobil marketplace fb emang ajib. kona ijo emang cakep sih,marketplace fb emang ajib kona ijo emang cakep sih,"['marketplace', 'fb', 'emang', 'ajib', 'kona', 'ijo', 'emang', 'cakep', 'sih']",marketplace fb memang ajib kona ijo memang cakep sih,"['marketplace', 'fb', 'emang', 'ajib', 'kona', 'ijo', 'emang', 'cakep', 'sih']","['marketplace', 'fb', 'emang', 'ajib', 'kona', 'ijo', 'emang', 'cakep', 'sih']",positive
Kocak bgt pdhl pas november kmren black friday dan bisa dpt 1/2 price airwrapnya. Tapi ga dibeli Tiba2 minggu lalu berubah pikiran dan malah iseng search fb marketplace buat beli seken,kocak bgt pdhl pas november kmren black friday dan bisa dpt price airwrapnya tapi ga dibeli tiba minggu lalu berubah pikiran dan malah iseng search fb marketplace buat beli seken,"['kocak', 'bgt', 'pdhl', 'pas', 'november', 'kmren', 'black', 'friday', 'dan', 'bisa', 'dpt', 'price', 'airwrapnya', 'tapi', 'ga', 'dibeli', 'tiba', 'minggu', 'lalu', 'berubah', 'pikiran', 'dan', 'malah', 'iseng', 'search', 'fb', 'marketplace', 'buat', 'beli', 'seken']",kocak begitu padahal pas november kmren black friday dan bisa dapat price airwrapnya tapi tidak dibeli tiba minggu lalu berubah pikiran dan malah iseng search fb marketplace buat beli seken,"['kocak', 'bgt', 'pdhl', 'pas', 'november', 'kmren', 'black', 'friday', 'dpt', 'price', 'airwrapnya', 'ga', 'dibeli', 'tiba', 'minggu', 'lalu', 'berubah', 'pikiran', 'malah', 'iseng', 'search', 'fb', 'marketplace', 'buat', 'beli', 'seken']","['kocak', 'bgt', 'pdhl', 'pas', 'november', 'kmren', 'black', 'friday', 'dpt', 'price', 'airwrapnya', 'ga', 'dibeli', 'tiba', 'minggu', 'lalu', 'berubah', 'pikiran', 'malah', 'iseng', 'search', 'fb', 'marketplace', 'buat', 'beli', 'seken']",positive
@rrainellev Di marketplace fb itu belinya wkwk.,di marketplace fb itu belinya wkwk,"['di', 'marketplace', 'fb', 'itu', 'belinya', 'wkwk']",di marketplace fb itu belinya wkwk,"['marketplace', 'fb', 'belinya', 'wkwk']","['marketplace', 'fb', 'belinya', 'wkwk']",positive
@collegemenfess Lari ke grup jual beli hp atau motor di fb kak. Bisa juga di marketplace. Kalo ada yg jualan hp bagus tp murah bgt dan suruh tf dulu tanpa cod udh pasti itu penipu motor juga sama banyak modus gitu. Langsung kakak chat aja klo dh bales minta tolong isi kuesioner ,lari ke grup jual beli hp atau motor di fb kak bisa juga di marketplace kalo ada yg jualan hp bagus tp murah bgt dan suruh tf dulu tanpa cod udh pasti itu penipu motor juga sama banyak modus gitu langsung kakak chat aja klo dh bales minta tolong isi kuesioner,"['lari', 'ke', 'grup', 'jual', 'beli', 'hp', 'atau', 'motor', 'di', 'fb', 'kak', 'bisa', 'juga', 'di', 'marketplace', 'kalo', 'ada', 'yg', 'jualan', 'hp', 'bagus', 'tp', 'murah', 'bgt', 'dan', 'suruh', 'tf', 'dulu', 'tanpa', 'cod', 'udh', 'pasti', 'itu', 'penipu', 'motor', 'juga', 'sama', 'banyak', 'modus', 'gitu', 'langsung', 'kakak', 'chat', 'aja', 'klo', 'dh', 'bales', 'minta', 'tolong', 'isi', 'kuesioner']",lari ke grup jual beli hp atau motor di fb kak bisa juga di marketplace kalaupun ada yang jualan hp bagus tapi murah begitu dan suruh tf dulu tanpa cod sudah pasti itu penipu motor juga sama banyak modus begitu langsung kakak chat saja kalau dh bales minta tolong isi kuesioner,"['lari', 'grup', 'jual', 'beli', 'hp', 'motor', 'fb', 'kak', 'marketplace', 'kalo', 'yg', 'jualan', 'hp', 'bagus', 'tp', 'murah', 'bgt', 'suruh', 'tf', 'dulu', 'cod', 'udh', 'penipu', 'motor', 'sama', 'banyak', 'modus', 'gitu', 'langsung', 'kakak', 'chat', 'aja', 'klo', 'dh', 'bales', 'minta', 'isi', 'kuesioner']","['lari', 'grup', 'jual', 'beli', 'hp', 'motor', 'fb', 'kak', 'marketplace', 'kalo', 'yg', 'jualan', 'hp', 'bagus', 'tp', 'murah', 'bgt', 'suruh', 'tf', 'dulu', 'cod', 'udh', 'penipu', 'motor', 'sama', 'banyak', 'modus', 'gitu', 'langsung', 'kakak', 'chat', 'aja', 'klo', 'dh', 'bales', 'minta', 'isi', 'kuesioner']",negative
@rsmnura Udah lama belinya dulu beli di marketplace fb wkwk.,udah lama belinya dulu beli di marketplace fb wkwk,"['udah', 'lama', 'belinya', 'dulu', 'beli', 'di', 'marketplace', 'fb', 'wkwk']",sudah lama belinya dulu beli di marketplace fb wkwk,"['udah', 'lama', 'belinya', 'dulu', 'beli', 'marketplace', 'fb', 'wkwk']","['udah', 'lama', 'belinya', 'dulu', 'beli', 'marketplace', 'fb', 'wkwk']",positive
@RamansyahNuzul Coba di fb marketplace ngab,coba di fb marketplace ngab,"['coba', 'di', 'fb', 'marketplace', 'ngab']",coba di fb marketplace ngab,"['coba', 'fb', 'marketplace', 'ngab']","['coba', 'fb', 'marketplace', 'ngab']",positive
@worksfess Kak aku asli orang bali untuk hidup di bali menurutku cukup kok biaya hidup di bali ga semahal di jakarta masih banyak kosan yg terjangkau kalau kita pinter carinya (biasanya di grup/marketplace fb banyak) Apalagi utk makan bali mah gampang cari makanan murah kak,kak aku asli orang bali untuk hidup di bali menurutku cukup kok biaya hidup di bali ga semahal di jakarta masih banyak kosan yg terjangkau kalau kita pinter carinya biasanya di grupmarketplace fb banyak apalagi utk makan bali mah gampang cari makanan murah kak,"['kak', 'aku', 'asli', 'orang', 'bali', 'untuk', 'hidup', 'di', 'bali', 'menurutku', 'cukup', 'kok', 'biaya', 'hidup', 'di', 'bali', 'ga', 'semahal', 'di', 'jakarta', 'masih', 'banyak', 'kosan', 'yg', 'terjangkau', 'kalau', 'kita', 'pinter', 'carinya', 'biasanya', 'di', 'grupmarketplace', 'fb', 'banyak', 'apalagi', 'utk', 'makan', 'bali', 'mah', 'gampang', 'cari', 'makanan', 'murah', 'kak']",kak saya asli orang bali untuk hidup di bali menurutku cukup kok biaya hidup di bali tidak semahal di jakarta masih banyak kosan yang terjangkau kalau kita pintar carinya biasanya di grupmarketplace fb banyak apalagi untuk makan bali mah gampang cari makanan murah kak,"['kak', 'aku', 'asli', 'orang', 'bali', 'hidup', 'bali', 'menurutku', 'cukup', 'kok', 'biaya', 'hidup', 'bali', 'ga', 'semahal', 'jakarta', 'banyak', 'kosan', 'yg', 'terjangkau', 'kalau', 'pinter', 'carinya', 'biasanya', 'grupmarketplace', 'fb', 'banyak', 'utk', 'makan', 'bali', 'mah', 'gampang', 'cari', 'makanan', 'murah', 'kak']","['kak', 'aku', 'asli', 'orang', 'bali', 'hidup', 'bali', 'menurutku', 'cukup', 'kok', 'biaya', 'hidup', 'bali', 'ga', 'semahal', 'jakarta', 'banyak', 'kosan', 'yg', 'terjangkau', 'kalau', 'pinter', 'carinya', 'biasanya', 'grupmarketplace', 'fb', 'banyak', 'utk', 'makan', 'bali', 'mah', 'gampang', 'cari', 'makanan', 'murah', 'kak']",positive
@convomf Cuman bisa bilang semangat nder soalnya kita jauh. Coba masukin ke Marketplace FB nder dan buat juga package untuk yasinan tahlilan arisan. Semangat yh senderr,cuman bisa bilang semangat nder soalnya kita jauh coba masukin ke marketplace fb nder dan buat juga package untuk yasinan tahlilan arisan semangat yh senderr,"['cuman', 'bisa', 'bilang', 'semangat', 'nder', 'soalnya', 'kita', 'jauh', 'coba', 'masukin', 'ke', 'marketplace', 'fb', 'nder', 'dan', 'buat', 'juga', 'package', 'untuk', 'yasinan', 'tahlilan', 'arisan', 'semangat', 'yh', 'senderr']",cuman bisa bilang semangat nder soalnya kita jauh coba masukkan ke marketplace fb nder dan buat juga package untuk yasinan tahlilan arisan semangat yh senderr,"['cuman', 'bilang', 'semangat', 'nder', 'soalnya', 'jauh', 'coba', 'masukin', 'marketplace', 'fb', 'nder', 'buat', 'package', 'yasinan', 'tahlilan', 'arisan', 'semangat', 'yh', 'senderr']","['cuman', 'bilang', 'semangat', 'nder', 'soalnya', 'jauh', 'coba', 'masukin', 'marketplace', 'fb', 'nder', 'buat', 'package', 'yasinan', 'tahlilan', 'arisan', 'semangat', 'yh', 'senderr']",positive
Fb marketplace mmg racun skli bnyk hidden gems tp duit gk ada,fb marketplace mmg racun skli bnyk hidden gems tp duit gk ada,"['fb', 'marketplace', 'mmg', 'racun', 'skli', 'bnyk', 'hidden', 'gems', 'tp', 'duit', 'gk', 'ada']",fb marketplace memang racun sekali banyak hidden gems tapi uang tidak ada,"['fb', 'marketplace', 'mmg', 'racun', 'skli', 'bnyk', 'hidden', 'gems', 'tp', 'duit', 'gk']","['fb', 'marketplace', 'mmg', 'racun', 'skli', 'bnyk', 'hidden', 'gems', 'tp', 'duit', 'gk']",positive
Btw makin kesini makin suka jual jual pakai carousel. Orangnya banyak yg ga ba bi bu langsung ambil kerumah. yg pakai ga kayak FB marketplace tukang php bisa dapet rating jelek. plus ga perlu repot repot packing dan ke kurir lagi ,btw makin kesini makin suka jual jual pakai carousel orangnya banyak yg ga ba bi bu langsung ambil kerumah yg pakai ga kayak fb marketplace tukang php bisa dapet rating jelek plus ga perlu repot repot packing dan ke kurir lagi,"['btw', 'makin', 'kesini', 'makin', 'suka', 'jual', 'jual', 'pakai', 'carousel', 'orangnya', 'banyak', 'yg', 'ga', 'ba', 'bi', 'bu', 'langsung', 'ambil', 'kerumah', 'yg', 'pakai', 'ga', 'kayak', 'fb', 'marketplace', 'tukang', 'php', 'bisa', 'dapet', 'rating', 'jelek', 'plus', 'ga', 'perlu', 'repot', 'repot', 'packing', 'dan', 'ke', 'kurir', 'lagi']",ngomong-ngomong makin kesini makin suka jual jual pakai carousel orangnya banyak yang tidak ba bi bu langsung ambil kerumah yang pakai tidak seperti fb marketplace tukang php bisa dapat rating jelek plus tidak perlu repot repot packing dan ke kurir lagi,"['btw', 'makin', 'kesini', 'makin', 'suka', 'jual', 'jual', 'pakai', 'carousel', 'orangnya', 'banyak', 'yg', 'ga', 'ba', 'bi', 'bu', 'langsung', 'ambil', 'kerumah', 'yg', 'pakai', 'ga', 'kayak', 'fb', 'marketplace', 'tukang', 'php', 'dapet', 'rating', 'jelek', 'plus', 'ga', 'perlu', 'repot', 'repot', 'packing', 'kurir']","['btw', 'makin', 'kesini', 'makin', 'suka', 'jual', 'jual', 'pakai', 'carousel', 'orangnya', 'banyak', 'yg', 'ga', 'ba', 'bi', 'bu', 'langsung', 'ambil', 'kerumah', 'yg', 'pakai', 'ga', 'kayak', 'fb', 'marketplace', 'tukang', 'php', 'dapet', 'rating', 'jelek', 'plus', 'ga', 'perlu', 'repot', 'repot', 'packing', 'kurir']",negative
